label,text
1,"As Vice-Chair of the Anti-Trust Subcommittee, I look forward to welcoming Chairman @davidcicilline and my colleagues to #Boulder for our first field hearing next week! https://t.co/Jt2pDTODPO via @denverpost #antitrust #ForThePeople"
0,"I am deeply grateful for the work and sacrifice of Paul Cary and incredibly saddened to learn of his passing. 

Our paramedics, EMTS, and health care workers are American heroes for the work they are doing every day to save lives and protect our communities. https://t.co/pyp1mLnyCl"
0,"Today is #ElectionDay! 

@AndreaRael and I just dropped off our ballots -- don't forget to do the same! You can find your polling place or locations for ballot drop-boxes at https://t.co/YhB2ASrFow. 

#GOTV https://t.co/6TD02Z0Kah"
0,"Today Americans are taking to the streets to say that #ScienceMatters. I agree, which is why I’m fighting @realDonaldTrump &amp; @EPAScottPruitt’s attacks on scientific integrity. #MarchForScience"
0,Hatred and violence like this has no place in MN or our country. I stand in solidarity with our Muslim neighbors. https://t.co/4vKJS79Cn5
0,"It’s back to school day for kids in the Fourth District! I hope everyone has a great first day, and I wish our students and teachers a happy and healthy school year. https://t.co/IH3g5Z6pud"
1,"""Proud to be named a Boundary Waters Champion by the Boundary Waters Action Fund! I will never stop fighting to protect the BWCA."" - Betty #BWCA #stopminingintheBWCA #savetheenvironment https://t.co/A1jExwbiIt"
0,This bill also expands apprenticeship opportunities at a time where millions of Americans are seeking employment. These provisions will help provide training for high-wage jobs and prepare our next generation of American workers.
0,"As we recall the tragic assassination of Dr. Martin Luther King Jr., we can honor his memory by continuing his work to eliminate all forms of discrimination, expand voting rights, end poverty, and establish a more peaceful &amp; just foreign policy. #MLK50 https://t.co/UHSlpC56Kd https://t.co/vICfzoYL7c"
0,Standing today &amp; always with #Parkland and the families of the victims of the #MSD massacre as we honor their lives a year after their tragic deaths. @HouseDemocrats will fight to keep our communities safe from gun violence with #HR8 &amp; other common sense legislation. https://t.co/U64CG7RZXm
0,"Very disappointed @HouseGOP just voted down @HouseDemocrats motion to save the state and local tax deduction.

It’s sad that Republicans so intent on raising taxes on middle class Minnesotans. #GOPTaxScam"
0,".@SPPS_News has served 7 million meals to students &amp; families since the pandemic began! This is a testament to collaboration, leadership, &amp; a commitment to our community – and it shows that additional food assistance is still greatly needed. Senate: #PassTheHeroesAct https://t.co/xvygbIf57t"
0,"Unfortunately, Trump and Republican members of Congress won't make that same commitment on the national and global levels. House Democrats are ready to demand action when we take over the U.S. House in January."
0,"Vaccines are safe &amp; effective, and protect all of us against serious diseases like measles. This National Immunization Awareness Month, find out which vaccines you &amp; your family need to stay healthy. https://t.co/QjwiYvJ9PY icon #ivax2protect https://t.co/hBfBTxCQB1"
0,Call (651) 293-1200 if you need help finding a ride to the polls. Don't let lack of transportation be the reason you didn't vote this year! https://t.co/aNDWY0qiH3
1,"I'm introducing legislation to promote human rights by ensuring American tax dollars don't support Israel's military detention of Palestinian children.

Learn more → https://t.co/U0JRt2tCii"
0,"This #HealthCareWeekend, Democrats are working to improve health care for all. In Congress, I’m focusing on solutions we need to implement today, tomorrow, and our vision for the future of health care in America."
1,"I have worked to deliver universal health care with a Medicare-X public option plan for years, and I'm pleased Vice President Biden today introduced a very similar plan."
1,"This week, I joined my @SenateAgDems colleagues in introducing the Food Supply Protection Act. From farmers to food banks, #COVID19 has hit the food supply chain particularly hard, creating new and challenging realities at all levels. https://t.co/NYsaEC6h00"
0,I can't think of a better place to celebrate #ParksandRecreationMonth than Colorado. Hope everyone gets a chance this summer to safely enjoy our great outdoors. #RecreateResponsibly https://t.co/AU5SmZcNYq
0,I deeply admire my friend @SenJohnMcCain and echo his sentiments about the service of Gina Haspel.
0,"The situation at the border is horrifying, inhumane, and inexcusable. As President, I’ll end family separations on Day 1. https://t.co/uGcGckk31b"
0,"Now, this visitor center is shedding light on the atrocities of that day and helps us tell an honest version of America’s history. I was glad to see it in person."
0,"I don’t know what the writers at @TheOnion make, but they deserve a raise. They’ve really kicked it up a notch lately. 

https://t.co/4rDzGSNuh0"
0,"Sexual harassment and misconduct are never acceptable. I understand Senator Franken will make an announcement tomorrow morning, and I'm confident he'll do the right thing and step aside."
0,"Colorado was the first state to issue methane pollution limits for oil and gas production, setting a standard for innovative, forward-looking policy for the rest of the country."
0,"The U.S. must respond with a comprehensive strategy that includes clear and sustained diplomatic efforts, backed by economic pressure."
0,"If the benefits aren’t extended, more than 30 million Americans will lose an economic lifeline that’s kept food on their tables and roofs over their heads."
0,"Not only will this expand recreational access, it will also support our outdoor economy, improve access to Fishers Peak, and protect wildlife habitats."
0,"The corruption of inaction that exists because of money in politics &amp; Citizens United decision has plagued Congress, especially when it comes to #climatechange &amp; #renewableenergy. It’s the ideas not proposed &amp; bills not signed that are detrimental to our future. #POLITICOEnergy"
1,I strongly support the #CARESAct. Read my statement below. https://t.co/76svAKoxTc
1,"I sent a letter to the #Army to applaud and encourage more technical education initiatives for soldiers, read more: https://t.co/oin6kfZwMk"
0,"#VoteEarly today through Friday, February 28th. I would be honored to have your #vote, so find a convenient location to #VoteEarly here: https://t.co/H4g3VLAk98 #TX31 #txgop #gop2020 #gop https://t.co/JId555Gu0T"
0,"I recently had the honor of presenting a Quilt of Valor to TX-31 veteran, Philip Washburn. Philip served two tours in Vietnam. Each quilt represents a three-part message from the givers to those receiving: https://t.co/aJ2M7ddY4s"
1,"America’s #veterans deserve the best. As the top Republican on the Veterans funding committee, I secured $9.4 billion for programs to assist homeless veterans. I never stop fighting for our veterans. https://t.co/jJSSlnYHCZ #TX31 https://t.co/g95hPs7BKJ"
1,"NOW ➡️ with @SpeakerRyan signing the #supplemental to assist Texas, Florida &amp; Puerto Rico in Hurricane recovery. https://t.co/pkitFO4gZw"
0,"I #BackTheBlue. With that, I strongly believe in the necessity of reforms to increase transparency, improve training in de-escalation, raise hiring standards, &amp; empower good officers to act when they see another officer using excessive force. https://t.co/47PGnyBfJS #TX31 https://t.co/C2lnTAPudV"
0,"I have no tolerance for bigots. This type of harassment should never happen. We must continue to come together to end the intolerance growing in our country. 
https://t.co/WCR17OpKNY"
0,"Thank you @PeterKoutoujian, I’m always proud to fight and work alongside you to make our communities a better place for everyone. Let’s go win! https://t.co/aTbROazqHO"
0,I've always fought for older Americans because I believe we need to respect the promises we've made to them -- and make sure those commitments apply to future generations as well. https://t.co/K3yhheetkv
0,"""Enough is enough."" We must continue to protest, to speak out, and keep working until all families are reunited who have been torn apart by Trump's heartless immigration policies. https://t.co/J3qlrVveHA"
1,Great to be in Cadott today with @SenJeffMerkley talking to dairy farmers about #FarmBill18. I was proud to work to secure improved risk management tools to support our dairy farmers and boost our ag economy. https://t.co/S7vRjRKBnR
0,I will never stop working to make sure every child can get the health care they need. Thank you for your visit today! https://t.co/YhFvztLGXL
1,"Rural broadband isn’t just about fairness, it’s about opportunity. I stopped in Crawford County this afternoon to talk about how we can make sure no corner of Wisconsin is left behind. #InYourCorner https://t.co/EpDX2qifZZ"
0,I stand in support of the #DemocracyForAll Constitutional amendment because the power in this nation should belong to the people. Not big money &amp; corporate special interests that have too much power in Washington. https://t.co/djozLHHkwI
0,"Another jab at hardworking Wisconsinites from the #GOPTaxScam: suspending tax deductions for union workers. I’m working to restore those deductions and help our workers get ahead. 

https://t.co/dsAaIdOJvQ"
0,Thank you to everyone who championed @ShermanRising from the very beginning. The spirit of the Sherman Park community is an inspiration.
0,".@LeahVukmir wants to say she didn’t stand with insurance companies over cancer patients, but the facts don’t lie. 

https://t.co/1fK3jsdxpw"
0,@bcondotta Do you mean that the @Seahawks have only to win 1 of its last two games? What if they lose tonight? I'm kidding.
1,"ICYMI: Yesterday, I spoke on the House floor in support of reauthorizing the #ExIm Bank &amp; putting more people in #WA02 and the PNW to work. #ForThePeople @HouseDemocrats
 https://t.co/IA8faiJRav"
0,"While there are still many more votes to be counted, I am humbled by tonight’s initial results. I will keep working hard to earn the support of #WA02 residents. 1/4"
0,@AirlineFlyer Sorry. I missed the point about being able to do this on the airplane as a traveler.  I agree. Other innovations should probably get the first class upgrade before this one
0,I met virtually yesterday with members of the Mt. Baker Group Sierra Club to talk about protecting the @USPS and much more. Thanks for joining me!
0,The President's rhetoric on the Special Counsel is completely unnecessary. The independent investigation needs to run its course and POTUS needs to let Mueller do his job.
0,Bru-tal https://t.co/wYU5TNKuvM
0,Are you sleeping at the Seattle Center and eating at Westlake? Welcome back! https://t.co/t5Ka8dl5s5
0,"This morning, the Aviation Subcommittee @TransportDems will hold the 1st hearing in recent memory dedicated to issues facing the women &amp; men who load💼, clean cabins &amp; perform other essential ground-based functions in commercial✈️ travel. 

Tune in here ⤵️ https://t.co/IZD3l45yXP"
0,"I was honored to see President George H.W. Bush last night, as he lay in state in the US Capitol. Today, I attended his funeral at the National Cathedral. https://t.co/mNaZGdK9fN"
0,It is essential we protect Social Security and Medicare for future generations. I will always oppose any attempt to privatize or cut the benefits of these essential programs. https://t.co/NLVeX34Kzh
0,I've met with many CPAs and tax experts about this Tax Hike Bill. My office has done the math. https://t.co/Iajws8ePAG
0,"Great to join the @bergencountynj Prosecutor’s Office’s Clergy Breakfast to discuss the opioid crisis ravaging North Jersey. Ultimately, I know that with persistence, and working across party lines, America can combat this crisis. https://t.co/YoOdN8ezj2"
0,I was sickened to hear the news of this hate crime. No family facing intimidation does so alone. https://t.co/OFmz76cSCH
0,Please do not hesitate to contact me at my Glen Rock office at 201-389-1100 or coronavirusnNJ5@mail.house.gov
0,This is all on top of resources for testing and Personal Protective Equipment that are going to Warren and Sussex Counties. (9/13)
0,"He will continue to fight for lower taxes, to improve our local infrastructure, and to make capital improvements to keep Dumont beautiful. (2/4)"
0,"Across North Jersey, we have strong and diverse communities filled with people of many different backgrounds, belief, and religions."
0,"We are also grateful to our men and women in active duty, our veterans, and our first responders for getting our backs. We must always get theirs."
0,"The deadline to apply to my office for a service academy nomination is tomorrow, Friday, November 9th! If you have applied, you have until November 21st to submit the required documents."
0,Our first responders run towards danger when others run away and their sacrifice is an integral part of what makes our communities so special.
0,The loss of this mailbox has led to safety concerns and frustration for Fifth District residents. Thank you to Wyckoff Mayor Brian Scanlan and Councilman Tom Madigan for bringing this issue to my attention.
0,"The TRACED Act requires every call to be verified, allows the blocking of spam calls, and empowers @FCC to protect Americans from scammers. (2/2)"
0,"During this Hanukkah season, we will continue to stand together as one community against anti-Semitism, bigotry, and all forms of hate. (2/2)"
0,"Today is #EqualPayDay and, overall, women earn 81.6 cents for every dollar that men make — meaning they have to work an extra three months to earn the same amount. Let's continue to raise awareness on this issue and work together to close the gap! https://t.co/Jm1fytYPID"
0,"You are not alone -- there’s always somebody available to answer your call should you need help. 

You can reach the National Domestic Hotline @ndvh at 1-800-799-SAFE or chat online here: https://t.co/VLYkNvl8QI"
0,"Countless studies have shown that children who don’t start with breakfast are at a massive, unacceptable disadvantage for succeeding in school."
0,"It was an honor to share the stage with the Alhadeff family in Woodcliff Lake to stand up for our families and help keep our children safe in school. 
https://t.co/4t4WXXUVWb"
0,Thank you also to @JFNNJ and the Holocaust Memorial Committee for bringing the community together for this important memorial.
0,"Newton held a memorial ceremony virtually at Sussex County Community College — made up exclusively of first responders and with bagpipers playing ""Amazing Grace."" #TeamGottheimer https://t.co/xTl51iCaT0"
0,"...the opportunity to show our gratitude for those veterans who put their lives on the line to defend our freedoms. This week, please feel free to drop off any Valentines greetings for local veterans at my offices in Glen Rock or Newton! (2/2)"
1,"Right now, NJ's health facilities do not have the supplies they need, while our #coronavirus cases continue to rise. 

I'm in close touch with the State and with the Administration to tap into the Strategic National Stockpile and to invest in federal grants to... (1/2) https://t.co/E8iiJ8zNj3"
0,I’m told a group of my @GOP colleagues were in a train accident this morning. It is my great hope that all involved are safe and unharmed.
0,Barton was an intern in my office. His spirit of service and sacrifice are inspiring. I couldn’t be more proud. #BloodisBlood https://t.co/zIIqC3b6H1
0,We can put 10 million Americans in good-paying jobs if we commit ourselves. I’m ready. #ABetterDeal
0,"Thank you to everyone for their birthday wishes over the weekend and for a great celebration. I'm a year older,... https://t.co/w4iAzcZ63u"
0,"One of Pruitt’s lobbyist friends on the verge of securing a $40,000 monthly contract with the Moroccan government helped arrange his controversial trip to Morocco, which cost more than $100,000."
0,"The President ignored more than a dozen early warnings about the coronavirus from U.S. intelligence agencies throughout January and February, including two in-person briefings in January."
0,You can’t call a tax bill that is nearly 50% giveaways to the top 1 percent “pro-Middle Class.” That’s not how facts work.
0,"Protections for as Many as 133 Million Americans With Preexisting Conditions: Under the ACA, insurance companies are not allowed to discriminate against those with preexisting conditions by denying them coverage or charging higher rates."
0,"The Trump administration has failed to combat Coronavirus and is now surrendering to it - boasting that 750 deaths per day is a good thing. For those doing the math, that would mean 273,750 deaths per year. https://t.co/tfabDQURYU"
0,"""Don't tell me it's about the 2nd Amendment when you won't stand up for the 1st Amendment"" - my friend @repjohnlewis https://t.co/oFjiSzKpUW"
0,"""Community coalitions are making real progress preventing drug use &amp; education youth. Flat funding leaves them with less &amp; less over time."""
0,"Trump isn’t setting a new tone — he’s ignoring experts, endangering families, promoting conspiracy theories. Fauci contradicted Trump’s claims that children are “almost immune,” that the virus will magically “disappear,”. https://t.co/97bWUC0bpY"
0,"""I've tried to make this more about speaking out against gun violence because I want our school to come together, not split apart."" -Asma Bawla, 17-year-old student at Shaker High in Latham. https://t.co/yNGrnybrD4"
0,I stand with @RosaDelauro and over 180 colleagues to call to protect good American jobs by fighting for fair labor and human rights standards in Mexico. https://t.co/Jh0xQJmvWd
0,"Any effort by Beijing to use military force to suppress the pro-democracy movement in Hong Kong would be utterly unacceptable. I stand with anyone who seeks freedom, justice and democracy. All Americans should speak out."
0,Healthcare is a human right and shouldn’t cost an arm and a leg. I am committed to protecting Americans from unfair and unsustainable health costs. https://t.co/xb6z3FbQKH
0,"Education changes lives.

I taught at @gobeach for 30 years and I have no doubt that Taryn will thrive there. Wishing her the best of luck!
https://t.co/nwtbipRJoS"
0,"Barbara Bush was a remarkable person. I thank her for her grace and her service to our country, and send my condolences to the entire Bush family."
1,"Proud to announce the opening of our new Long Beach office, now located at 275 Magnolia Ave, Ste 1995!"
0,"The Violence Against Women Act saves lives. Today, the House voted to reauthorize it, despite opposition from the NRA—the Senate must act quickly!"
0,New CBO score shows @GOP tax bill will hurt poor Americans worse and sooner than previously thought. Ripping off main street so that wall street can cash in. Robin Hood in reverse.
0,"While the Census Bureau has pushed back some of their scheduled follow-ups to protect census workers, you can do your part by simply filling out your census online! https://t.co/OXSnF02kky"
0,"California is successfully resisting the Trump Administration’s efforts to roll back vital auto pollution rules. Proud of our state’s leadership. This is a critical priority in the fight to protect clean air, and our climate. https://t.co/h7c0NlY14J"
0,"The bravery of the Parkland students never ceases to amaze me. Maddy is turning her trauma into a bright path forward. I'm sure she will make a great doctor some day! 
https://t.co/7b87I3BvEL"
0,"I'm fighting in Congress to make sure that EPA policy is based on real science, not on science denialism like Scott Pruitt wants. We can't let him censor important research! #ScienceNotSilence https://t.co/aAt34yBFOy"
0,"From supporting term limits to closing the revolving door between Congress and lobbying, I’m standing strong against politics as usual. I’m putting Montana first. https://t.co/RUWFHrcrwl"
1,I introduced my first bill today telling Congress to balance the budget or they won't get paid. https://t.co/rZPwcTBtil
1,"I’m busy preparing for the first debate of the 2018 election TONIGHT at 6pm. I’m excited to share my continued vision for Montana with our entire state. Please join #TeamGianforte and tune in tonight.
https://t.co/s0qFMsIupk"
0,"During this #NationalVolunteerWeek, I'm proud of everyone who has stepped up to help out their communities in this time of need during #COVID19, including several members of my team. Here are some of the ways they've been giving back:"
1,I’m proud to introduce this bipartisan legislation to honor their efforts and help ensure better representation for women in our national memorials. https://t.co/joDZ7R4sAS
1,"I left parts of my body in Iraq where I was fighting terrorists. I don't need to justify myself to anyone.

https://t.co/B2D5JWVXyS"
0,I will not vote to go on Christmas vacation while we fail to provide adequate training funding to ensure tragic accidents like what happened with the USS McCain never occurs again
0,"In honor of Independence Day, I'm sharing my thoughts on what patriotism truly means to me. You can read more here: https://t.co/3txEKLUVE9"
0,This is EXACTLY why it’s so important for @EPA to also conduct air monitoring outside of the 2 facilities that produce Ethylene Oxide emissions in Lake County.
0,No one who works hard should be living in poverty. A strong national minimum wage levels the playing field for businesses who value their workers.
0,"On National Former POW Recognition Day, let’s pause to remember and honor the unwavering dedication, service and sacrifices of our former prisoners of war."
1,That’s why I sent a letter to @DHSgov and @StateDept demanding they explain their decision to deny Roman his citizenship interview and clarify their ambiguous and complex policy: https://t.co/gbToIg5lQm
0,"As a former Speaker in NC, I know how difficult it is to manage a diverse caucus with different viewpoints and push major legislation. (1/4)"
0,"Yeah, I've got @SenJohnThune too. https://t.co/JnRYZ10O45"
0,"More encouraging economic news today, but there's still much more we need to do. I'll continue fighting to get North Carolinians back to work and help our economy recover. 

https://t.co/FDQZmMPj1g"
0,"I look forward to discussing these accomplishments early and often during the general election, and I hope whoever my Democratic opponent is will join me in participating in this robust debate schedule. #ncpol #ncsen"
1,I introduced the No Cash For Crooks Act which will close a loophole in existing law so corrupt members of #Congress can’t continue to abuse the rules and make American taxpayers foot the bill. https://t.co/gCiq1H5gRH
0,"Thank you President @realDonaldTrump, @VP Pence and @SecPompeo for your work to get Pastor Brunson released. https://t.co/OFsX0IhaUg"
0,"Happy Birthday, @NationalGuard! https://t.co/DZHBp02inV"
1,"My latest initiative builds off of our work fighting for families, so that we’ll be more prepared than ever for any future pandemics to come. https://t.co/UFhoj9p0UI"
0,We need to do everything in our power to support their efforts. I urge the Administration to move expediently in creating this vital National Public Health Corps. 4/4
0,The right to vote is fundamental to a functioning democracy. I support H.R. 4 because I believe every eligible voter should be able to make their voice heard at the ballot box. #RestoreTheVOTE https://t.co/PRIzN0f2N2
0,I’m thrilled to celebrate with AFGE the historic enactment of 12 weeks of paid parental leave for our federal workers - no one should have to choose between having a career and starting a family.
0,"This weekend, I received my no-excuse mail-in ballot to cast my vote in our Pennsylvania Primary! Given the #coronavirus pandemic, I strongly encourage all my fellow Pennsylvanians to vote by mail. #MondayMotivation 

Apply here: https://t.co/2MpSycVrRs https://t.co/C3nlJZbJns"
0,"We are monitoring the attacks in Iraq and are keeping the servicemembers, diplomats, their families, and civilians in our hearts."
0,"I made a promise to 800,000 #DREAMers to fight for their security in the United States after they were put at risk by President Trump. I refuse to support a government funding bill that does not accomplish that goal."
0,Parents shouldn't need to worry if their children will make it home from school. I stand ready to #EndGunViolence. I wish I could say the same for my Republican colleagues. https://t.co/8TZ5glA00J
0,Congratulations to @CatalinaCruzNY on her victory this evening. I know you’ll fight hard for us every single day in the Assembly.
1,"As someone who has long fought for full implementation of the Good Friday Agreement, I’m proud to endorse the McGuiness Principles to further support the peace process in Northern Ireland. https://t.co/uv0FdbHbAB"
0,"Ensuring that kids, who would otherwise have no access to comprehensive health care, have the guarantee of coverage should be a bipartisan issue. 2/"
0,We must now turn our efforts to assisting Mr. Cardona in gaining legal permanent residence. 4/
0,".@C4QNYC is a #LongIslandCity-based non-profit dedicated to transforming #NYC into a leading hub for innovation. Thanks, @JukayHsu for telling me and @RoKhanna about your amazing work! https://t.co/tkq6wr6V0h"
0,Saddened by the latest terror incident in #London. Praying for all affected. The US stands with you. 🇬🇧 🇺🇸 https://t.co/fHDYx7Rqx6
0,I'm disheartened by the scenes at UVA. There is no place for hatred like this in our country. #Charlottesville
1,"Today, I'm going to make a very important announcement about the opioid crisis in West Virginia. Stay tuned. -JM #wvpol #wvgov #wvsen"
0,WATCH: Did you know 80% of VA prescriptions are sent via mail? The Postal Service is a lifeline for so many and Mr. DeJoy’s refusal to reinstate critical mail sorting machines is callous. Mr. DeJoy – turn the machines back on. https://t.co/kPmkJZjWZu
0,"On this, I agree with @realDonaldTrump. https://t.co/BTC2W18h0f"
0,Is this real? Or is it a parody? I can't tell. https://t.co/ErWqLdA5am
0,@Cernovich It's also how I talk to men who make dumb statements. I picked the term up from the President's own tweets.
1,The President's favorite channel is definitely not @MSNBC. Honored to be on @amjoyshow with @JoyAnnReid tomorrow at 7 am PT / 10 am ET.
0,You don't need to be a prosecutor to know that someone writing NO FOUL PLAY WHATSOEVER in connection with a death seems awfully suspicious.
0,This week on #TruthWithTed: what we did and didn't learn during this week's @HouseJudiciary hearing with Attorney General Bill Barr https://t.co/F8cxqOv2aT
0,@DICK79238083 Studies have consistently shown a difference between people moving around outdoors versus people being indoors and close to each other in terms of COVID transmission.
0,This article on Cohen and Kushner Cos reminds us all to ask again: Why is Jared Kushner still a Senior White House Advisor? https://t.co/cLjdH9RP62
0,"Dear Secretary @EsperDoD: After our letter to you on Monday requesting the Department of Defense ban displays of the Confederate flag, the @USNavy followed @USMC and banned it. What are you waiting for? This is not a complicated issue.

cc:
@thejointstaff
@usairforce
@USArmy https://t.co/0ANDqd6L8C"
0,"Dear @NewYorker: The ""may"" in your tweet was not necessary. https://t.co/4VhdazJ50v"
1,The courage and sacrifices of our 9/11 heroes must be honored. Proud to join colleagues on both sides of the aisle to pass the Never Forget the Heroes Act to ensure they get the support they deserve. #Renew911VCF https://t.co/YGv9w8jZ3k
0,"Dear Press: This has really good ""optics"". https://t.co/ztvydpDcXL"
0,"@Scottergate @realDonaldTrump Um, the House of Representatives passed at least 8 BIPARTISAN bills to reopen government."
0,"Mr Lieu is offering an amendment 2 #NDAA 2 prohibit DOD taxpayer $'s from being spent @ Trump properties
READ MORE: https://t.co/JQD4PCqsOF"
0,@CapitalGrbk @realDonaldTrump @FBI Surveillance often results in recordings.
1,I will be on @900amWURD on @tunein https://t.co/HGVaaJg2pw at Noon today to talk about Food Security and other issues. Please listen in.
0,Today is throwback Thursday. I was rocking the Afro Puffs and the serious look back then. #tbt https://t.co/Dw52s0NSOP
0,"I want to work with @RealDonaldTrump to bring jobs home, support our manufacturers, and end outsourcing that hurts #Michigan workers."
0,"Congratulations Brad @Keselowski! I wish I could have been there in person to cheer you on! #MichiganStrong

https://t.co/4664OsyeX9 https://t.co/rR25ojhC9z"
1,I am truly humbled and honored to accept the Lifetime of Distinguished Public Service Award from @MichBroadcaster. https://t.co/Yz5EfxEYH7
0,"I want to pause for a moment and lift up the fact that Michigan is filled with wonderful, loving people!

https://t.co/HOWrSrQySi"
1,"Michigan is #1 in the country for tart cherry production. I am so proud to be the champion for our cherry growers and all of Michigan’s farmers.  #MiSen #MadeInMichigan 
https://t.co/Mar3AsHdy8"
0,"I agree, @ElleMagazine: a woman’s place is in the House and the Senate! Can’t wait to serve with all of these impressive women in the next Congress. 
https://t.co/47mdu1wItc"
0,"Earlier this year, the Commerce Department issued a ban on Chinese telecom company ZTE for violating our sanctions on Iran and North Korea."
0,"We know that negotiation works. The VA negotiates prices and saves 40% compared to Medicare. According to a recent AARP analysis, Medicare could have saved $14.4 billion on just 50 drugs in 2016 alone if the program had paid the same prices as the VA."
0,Leading Christmas carols at our weekly bipartisan Senate Prayer Breakfast is always a highlight of my holiday season. Thanks for the picture @SenAngusKing! https://t.co/MIY0PhDPWb
0,@RonWyden is right; bipartisanship works best. We need to focus on real problems &amp; continue to fight for people in MI &amp; across the country.
0,"I enjoyed meeting with Poquoson Mayor Gene Hunt and City Manager Randy Wheeler this morning. We discussed multiple topics such as sea level rise, federal flood insurance, and infrastructure. It’s always a joy to be in Poquoson! https://t.co/ysJoBIZH0M"
0,"It is exciting to hear about the College of @WilliamAndMary’s plan to become carbon neutral by 2030.  I praise everyone involved for launching an ambitious effort to create a more sustainable and environmentally friendly future.
https://t.co/j16TDrGgBK"
1,"Don’t forget to reserve your ticket to my Williamsburg town hall on Thursday! I am looking forward to answering your questions about the issues that matter to our #VA02 community.

https://t.co/7BXvYMqfcS"
1,"I'm leading the fight to suspend TRICARE copays on mail order prescription drugs to help ease the financial burden on our veterans and their families.

https://t.co/DXb2jlVGQU"
0,"Last night, the House passed bipartisan legislation to unlock the Harbor Maintenance Trust Fund and increase investments in critical harbor and port projects. (1/2)"
0,Democrats and Republicans agree – we must fix a broken system and ensure Gold Star Families are not victims of a tax hike. (2/2)
0,This morning my staff joined with the League of Women Voters of South Hampton Roads to hear from Delegate-elect Shelly Simonds. We all share the goal of making democracy work!
0,"FRIENDLY REMINDER: 

Hampton Roads Service Academy Day is tomorrow! 

11:00-1:00 at Dr. Clarence V. Cuffee Community Center in Chesapeake. 

More details in the tweet below, or just RSVP here: https://t.co/EF9iSa6eZB https://t.co/u1FM7F62ck"
1,"At 4:35 EDT, I’ll be joining @hammerandnigel live on @93wibc to discuss the latest on #coronavirus. Listen here: https://t.co/o4peJLksmE"
1,"Last week, I introduced the VETS Safe Travel Act to ease the challenges disabled veterans face at the airport by giving them free access to TSA PreCheck. #ICYMI: https://t.co/ZxcirfmSoi"
1,"I recently introduced the Keeping Critical Connections act, which would increase broadband access to rural and underserved areas, in turn, enabling all Hoosier students  internet access and ensuring more Hoosiers can use telehealth services. https://t.co/G0XcJL3M4D"
0,"I guess she didn’t like the speech.
Strong economy, record low unemployment, middle class tax cuts delivered, deregulation, and upgraded trade deals all benefitting Hoosiers. https://t.co/wzH3eqyibN"
0,I met with Cindy Konich the President of the Federal Home Loan Bank of Indianapolis. We discussed FHLBI’s impactful affordable housing work across #Indiana. https://t.co/VJU4hi203e
0,The service for @SouthportPD Lt. Aaron Allan was heartbreaking. God bless his family and the men and women who keep us safe every day.
0,Powerful reporting on Yemen humanitarian crisis by @clarissaward. Worth watching. https://t.co/kAPretToBR
0,Our bipartisan Affordable Housing Credit Improvement Act would leverage the private sector to increase the stock of affordable housing for families in urban and rural communities and tackle the housing affordability crisis head on: https://t.co/Fxu3ZmWklL
0,@USAIDMarkGreen: An extended closure of the port of Hodeidah would “have humanitarian fallout on a very large scale.” https://t.co/45eZzo2aEx
0,"With today’s Senate vote, I’m encouraged to be one step closer to providing Hoosiers, and all Americans, with a tax code that is simpler, fairer, &amp; allows them to keep more of what they earn."
1,"To address the Medicaid Cliff, I have introduced H.R. 2306, the Puerto Rico Medicaid Act, which seeks to strengthen the Medicaid program in #PuertoRico by increasing the cap and removing the statutory FMAP limitations https://t.co/Uxod9oqWKD"
0,"On behalf of the U.S. House of Representatives, I am presenting Baltasar’s family with the flag that flew above the U.S. Capitol in his honor. https://t.co/3uey4P9thY"
0,"I’m now on a conference call with Frank T. Brogan, Assistant Secretary for Elementary and Secondary Education at @usedgov, discussing CARES Act education funds for #PuertoRico."
0,I am honored. https://t.co/A5dZbdqvP8
0,Visited Y-12 National Security Complex today to see firsthand the modernization efforts taking place at the facility. I appreciate everything @y12nsc does to keep America safe. https://t.co/PlNOhTBXKf
0,Absolutely. https://t.co/Zzs2aMjAJ1
0,I’d return it. https://t.co/GNg5NCz0LB
1,Surprise medical billing causes financial hardship and confusion for East Tennesseans and Americans throughout the country. I wrote an op-ed that ran in the @knoxnews today about how Congress can fix this problem. https://t.co/2dzfbMXDR9
0,I hope so. He wants to play me in the Tim Burchett story. https://t.co/C9tT89aihv
1,America is prospering and Congress can work together to make it even better. My full #SOTU2020 statement: https://t.co/UEc0VSf9y3
0,Thank you for remembering. https://t.co/7ekbpkBucD
0,Regardless of our beliefs and differences please say a prayer for Justice Ginsburg. https://t.co/T8hFzP9e5X
0,"In the last 48 hours, @realDonaldTrump: 

✅announced billions in emergency relief
✅acted to protect against further spread from outside our borders
✅declared a nat’l emergency in the face of Democrats inaction
Meanwhile, on House floor, this is the @SpeakerPelosi ‘s message... https://t.co/zXZsaSOtV3"
0,AMEN! https://t.co/UUENAs3dc0
0,"My local team will staff Mobile Office Hours at two locations this week: 
--Tues, March 5 from 10-2 at the Dandridge Memorial Library
--Thurs, March 7 from 10-2 at the Philadelphia Library"
0,Veterans Day Parade was a huge success. Thank you Veterans! https://t.co/W0jmEdMlqr
0,Thank you. https://t.co/sq27wUeORa
0,Yes. https://t.co/gIuFiB2PgA
